com.rultor.agents.github.StartsTalks,source,86
com.rultor.agents.github.StartsTalks,sink,99
com.rultor.agents.github.StartsTalks,sink,101
com.rultor.agents.github.StartsTalks,sink,102
com.rultor.agents.github.StartsTalks,sink,103
com.rultor.agents.github.StartsTalks,sink,104
com.rultor.agents.github.StartsTalks,sink,105
com.rultor.agents.github.StartsTalks,sink,106
com.rultor.agents.github.StartsTalks,sink,107
com.rultor.agents.github.StartsTalks,sink,108
com.rultor.agents.github.StartsTalks,sink,109
com.rultor.agents.github.StartsTalks,sink,111
com.rultor.agents.github.StartsTalks,sink,113
com.rultor.agents.github.StartsTalks,sink,115
com.rultor.agents.github.StartsTalks,sink,126
com.rultor.agents.github.StartsTalks,sink,127
