org.nfctools.ndef.ext.ExternalTypeEncoder,source,54
org.nfctools.ndef.ext.ExternalTypeEncoder,source,41
org.nfctools.ndef.ext.ExternalTypeEncoder,source,42
org.nfctools.ndef.ext.ExternalTypeEncoder,source,43
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,48
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,49
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,50
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,51
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,57
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,58
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,59
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,43
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,44
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,45
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,62
org.nfctools.ndef.ext.ExternalTypeEncoder,sink,47
