org.openpnp.machine.reference.feeder.BlindsFeeder,sink,997
org.openpnp.machine.reference.feeder.BlindsFeeder,sink,1036
org.openpnp.machine.reference.feeder.BlindsFeeder,sink,1037
org.openpnp.machine.reference.feeder.BlindsFeeder,sink,1006
org.openpnp.machine.reference.feeder.BlindsFeeder,sink,1038
org.openpnp.machine.reference.feeder.BlindsFeeder,sink,1039
org.openpnp.machine.reference.feeder.BlindsFeeder,source,993
org.openpnp.machine.reference.feeder.BlindsFeeder,source,994
org.openpnp.machine.reference.feeder.BlindsFeeder,source,995
org.openpnp.machine.reference.feeder.BlindsFeeder,source,996
org.openpnp.machine.reference.feeder.BlindsFeeder,source,997
org.openpnp.machine.reference.feeder.BlindsFeeder,source,999
org.openpnp.machine.reference.feeder.BlindsFeeder,source,1005
