org.jdbi.jdbi3.Handle,source,35
org.jdbi.jdbi3.Handle,source,51
org.jdbi.jdbi3.Handle,source,36
org.jdbi.jdbi3.Handle,source,53
org.jdbi.jdbi3.Handle,source,39
org.jdbi.jdbi3.Handle,source,41
org.jdbi.jdbi3.Handle,source,42
org.jdbi.jdbi3.Handle,source,60
org.jdbi.jdbi3.Handle,source,45
org.jdbi.jdbi3.Handle,source,47
org.jdbi.jdbi3.Handle,sink,35
org.jdbi.jdbi3.Handle,sink,36
org.jdbi.jdbi3.Handle,sink,37
org.jdbi.jdbi3.Handle,sink,39
org.jdbi.jdbi3.Handle,sink,40
org.jdbi.jdbi3.Handle,sink,41
org.jdbi.jdbi3.Handle,sink,44
org.jdbi.jdbi3.Handle,sink,45
org.jdbi.jdbi3.Handle,sink,49
org.jdbi.jdbi3.Handle,sink,50
org.jdbi.jdbi3.Handle,sink,51
org.jdbi.jdbi3.Handle,sink,55
org.jdbi.jdbi3.Handle,sink,59
org.jdbi.jdbi3.Handle,sink,60
